bucket,raw_name,event_type,description
foul_committed,Lexie,shootingfoul,Lexie Hull shooting foul (Carla Leite draws the foul)
foul_committed,Sophie,offensivefoul,Sophie Cunningham offensive foul (Tiffany Hayes draws the foul)
foul_committed,Laeticia,offensivefoul,Laeticia Amihere offensive foul (Lexie Hull draws the foul)
foul_committed,Janelle,shootingfoul,Janelle Salaün shooting foul (Natasha Howard draws the foul)
foul_committed,Laeticia,offensivefoul,Laeticia Amihere offensive foul (Aari McDonald draws the foul)
foul_committed,Natasha,offensivefoul,Natasha Howard offensive foul (Janelle Salaün draws the foul)
foul_committed,Kelsey,shootingfoul,Kelsey Mitchell shooting foul (Temi Fágbénlé draws the foul)
rebound,Valkyries,rebound,Valkyries offensive rebound
foul_committed,Temi,offensivefoul,Temi Fágbénlé offensive foul (Kelsey Mitchell draws the foul)
rebound,Valkyries,rebound,Valkyries offensive rebound
turnover,Valkyries,turnover,Valkyries turnover (shot clock violation)
foul_committed,Lexie,shootingfoul,Lexie Hull shooting foul (Kayla Thornton draws the foul)
foul_committed,Kayla,personalfoul,Kayla Thornton personal foul (Aliyah Boston draws the foul)
rebound,Fever,rebound,Fever offensive rebound
rebound,Valkyries,rebound,Valkyries offensive rebound
rebound,Fever,rebound,Fever defensive rebound
foul_committed,Temi,shootingfoul,Temi Fágbénlé shooting foul (Aliyah Boston draws the foul)
foul_committed,Makayla,shootingfoul,Makayla Timpson shooting foul (Kayla Thornton draws the foul)
rebound,Valkyries,rebound,Valkyries offensive rebound
rebound,Valkyries,rebound,Valkyries defensive rebound
foul_committed,Makayla,shootingfoul,Makayla Timpson shooting foul (Kayla Thornton draws the foul)
rebound,Fever,rebound,Fever offensive rebound
foul_committed,Kate,personalfoul,Kate Martin personal foul (Loose ball) (Makayla Timpson draws the foul)
foul_committed,Monique,shootingfoul,Monique Billings shooting foul (Damiris Dantas draws the foul)
foul_committed,Caitlin,personalfoul,Caitlin Clark personal foul (Janelle Salaün draws the foul)
foul_committed,Veronica,personalfoul,Veronica Burton personal foul (Caitlin Clark draws the foul)
foul_committed,Aari,shootingfoul,Aari McDonald shooting foul (Veronica Burton draws the foul)
foul_committed,Laeticia,shootingfoul,Laeticia Amihere shooting foul (Kelsey Mitchell draws the foul)
rebound,Fever,rebound,Fever offensive rebound
rebound,Valkyries,rebound,Valkyries offensive rebound
foul_committed,Sophie,shootingfoul,Sophie Cunningham shooting foul (Temi Fágbénlé draws the foul)
foul_committed,Aari,shootingfoul,Aari McDonald shooting foul (Veronica Burton draws the foul)
rebound,Valkyries,rebound,Valkyries offensive rebound
foul_committed,Sophie,personalfoul,Sophie Cunningham personal foul (Tiffany Hayes draws the foul)
foul_committed,Temi,personalfoul,Temi Fágbénlé personal foul (Aliyah Boston draws the foul)
foul_committed,Makayla,personalfoul,Makayla Timpson personal foul (Janelle Salaün draws the foul)
foul_committed,Aliyah,personalfoul,Aliyah Boston personal foul (Veronica Burton draws the foul)
foul_committed,Veronica,shootingfoul,Veronica Burton shooting foul (Kelsey Mitchell draws the foul)
rebound,Fever,rebound,Fever offensive rebound
foul_committed,Satou,shootingfoul,Satou Sabally shooting foul (Chelsea Gray draws the foul)
foul_committed,Kathryn,personalfoul,Kathryn Westbeld personal foul (A'ja Wilson draws the foul)
foul_committed,Kahleah,personalfoul,Kahleah Copper personal foul (Kiah Stokes draws the foul)
foul_committed,Jackie,offensivefoul,Jackie Young offensive foul (Sami Whitcomb draws the foul)
foul_committed,Jewell,shootingfoul,Jewell Loyd shooting foul (Alyssa Thomas draws the foul)
rebound,Mercury,rebound,Mercury offensive rebound
foul_committed,Natasha,shootingfoul,Natasha Mack shooting foul (A'ja Wilson draws the foul)
foul_committed,Joyner,personalfoul,Joyner Holmes personal foul (Alyssa Thomas draws the foul)
rebound,Aces,rebound,Aces offensive rebound
foul_committed,Satou,personalfoul,Satou Sabally personal foul (Chelsea Gray draws the foul)
rebound,Mercury,rebound,Mercury offensive rebound
rebound,Aces,rebound,Aces offensive rebound
turnover,Aces,turnover,Aces turnover (shot clock violation)
foul_committed,Dana,shootingfoul,Dana Evans shooting foul (Monique Akoa Makani draws the foul)
foul_committed,Dana,personalfoul,Dana Evans personal foul (Monique Akoa Makani draws the foul)
foul_committed,Aaliyah,shootingfoul,Aaliyah Nye shooting foul (Kahleah Copper draws the foul)
foul_committed,Monique,personalfoul,Monique Akoa Makani personal foul (Tiffany Mitchell draws the foul)
rebound,Mercury,rebound,Mercury defensive rebound
foul_committed,Kahleah,shootingfoul,Kahleah Copper shooting foul (Jewell Loyd draws the foul)
foul_committed,Jackie,shootingfoul,Jackie Young shooting foul (Natasha Mack draws the foul)
rebound,Mercury,rebound,Mercury offensive rebound
rebound,Aces,rebound,Aces offensive rebound
foul_committed,Jewell,offensivefoul,Jewell Loyd offensive foul (Monique Akoa Makani draws the foul)
foul_committed,Chelsea,personalfoul,Chelsea Gray personal foul (Alyssa Thomas draws the foul)
foul_committed,Kathryn,shootingfoul,Kathryn Westbeld shooting foul (A'ja Wilson draws the foul)
rebound,Mercury,rebound,Mercury offensive rebound
foul_committed,Tiffany,personalfoul,Tiffany Mitchell personal foul (Loose ball) (Satou Sabally draws the foul)
foul_committed,Aaliyah,personalfoul,Aaliyah Nye personal foul (Alyssa Thomas draws the foul)
rebound,Mercury,rebound,Mercury defensive rebound
foul_committed,Sami,offensivefoul,Sami Whitcomb offensive foul (A'ja Wilson draws the foul)
rebound,Aces,rebound,Aces offensive rebound
foul_committed,Jackie,personalfoul,Jackie Young personal foul (Alyssa Thomas draws the foul)
foul_committed,Becky,technicalfoul,Becky Hammon technical foul
rebound,Mercury,rebound,Mercury defensive rebound
foul_committed,Kathryn,shootingfoul,Kathryn Westbeld shooting foul (A'ja Wilson draws the foul)
foul_committed,Alyssa,shootingfoul,Alyssa Thomas shooting foul (A'ja Wilson draws the foul)
foul_committed,Kahleah,shootingfoul,Kahleah Copper shooting foul (Tiffany Mitchell draws the foul)
rebound,Aces,rebound,Aces offensive rebound
foul_committed,Jewell,shootingfoul,Jewell Loyd shooting foul (Monique Akoa Makani draws the foul)
foul_committed,Natasha,shootingfoul,Natasha Mack shooting foul (A'ja Wilson draws the foul)
rebound,Mercury,rebound,Mercury defensive rebound
foul_committed,Tiffany,personalfoul,Tiffany Mitchell personal foul (Satou Sabally draws the foul)
foul_committed,Satou,offensivefoul,Satou Sabally offensive foul (Jewell Loyd draws the foul)
foul_committed,Kiah,offensivefoul,Kiah Stokes offensive foul (Kitija Laksa draws the foul)
foul_committed,Kiah,shootingfoul,Kiah Stokes shooting foul (Kahleah Copper draws the foul)
foul_committed,Kitija,shootingfoul,Kitija Laksa shooting foul (Jackie Young draws the foul)
foul_committed,Kahleah,offensivefoul,Kahleah Copper offensive foul (Jewell Loyd draws the foul)
foul_committed,Chelsea,shootingfoul,Chelsea Gray shooting foul (Alyssa Thomas draws the foul)
foul_committed,Jackie,personalfoul,Jackie Young personal foul (Kahleah Copper draws the foul)
rebound,Aces,rebound,Aces defensive rebound
foul_committed,Kalani,shootingfoul,Kalani Brown shooting foul (Jackie Young draws the foul)
foul_committed,Sami,personalfoul,Sami Whitcomb personal foul (Jewell Loyd draws the foul)
foul_committed,A'ja,shootingfoul,A'ja Wilson shooting foul (Kalani Brown draws the foul)
foul_committed,Kalani,shootingfoul,Kalani Brown shooting foul (A'ja Wilson draws the foul)
foul_committed,Alyssa,personalfoul,Alyssa Thomas personal foul (Take) (Aaliyah Nye draws the foul)
rebound,Wings,rebound,Wings offensive rebound
foul_committed,NaLyssa,shootingfoul,NaLyssa Smith shooting foul (Dearica Hamby draws the foul)
turnover,Sparks,turnover,Sparks turnover (shot clock violation)
rebound,Sparks,rebound,Sparks offensive rebound
rebound,Wings,rebound,Wings offensive rebound
rebound,Sparks,rebound,Sparks offensive rebound
rebound,Sparks,rebound,Sparks defensive rebound
foul_committed,Luisa,personalfoul,Luisa Geiselsöder personal foul (Dearica Hamby draws the foul)
rebound,Wings,rebound,Wings defensive rebound
foul_committed,Emma,personalfoul,Emma Cannon personal foul (Loose ball) (Teaira McCowan draws the foul)
foul_committed,JJ,personalfoul,JJ Quinerly personal foul (Kelsey Plum draws the foul)
foul_committed,Emma,shootingfoul,Emma Cannon shooting foul (Teaira McCowan draws the foul)
foul_committed,Julie,shootingfoul,Julie Allemand shooting foul (JJ Quinerly draws the foul)
foul_committed,Julie,shootingfoul,Julie Allemand shooting foul (Kaila Charles draws the foul)
rebound,Wings,rebound,Wings offensive rebound
foul_committed,Myisha,offensivefoul,Myisha Hines-Allen offensive foul (Off the ball) (Odyssey Sims draws the foul)
foul_committed,Azurá,shootingfoul,Azurá Stevens shooting foul (DiJonai Carrington draws the foul)
foul_committed,Arike,shootingfoul,Arike Ogunbowale shooting foul (Odyssey Sims draws the foul)
foul_committed,Maddy,shootingfoul,Maddy Siegrist shooting foul (Dearica Hamby draws the foul)
foul_committed,DiJonai,shootingfoul,DiJonai Carrington shooting foul (Dearica Hamby draws the foul)
foul_committed,NaLyssa,shootingfoul,NaLyssa Smith shooting foul (Odyssey Sims draws the foul)
foul_committed,Luisa,shootingfoul,Luisa Geiselsöder shooting foul (Dearica Hamby draws the foul)
rebound,Sparks,rebound,Sparks offensive rebound
foul_committed,Azurá,shootingfoul,Azurá Stevens shooting foul (DiJonai Carrington draws the foul)
rebound,Sparks,rebound,Sparks defensive rebound
foul_committed,Emma,offensivefoul,Emma Cannon offensive foul (JJ Quinerly draws the foul)
foul_committed,Kelsey,personalfoul,Kelsey Plum personal foul (JJ Quinerly draws the foul)
foul_committed,DiJonai,personalfoul,DiJonai Carrington personal foul (Loose ball) (Sarah Ashlee Barker draws the foul)
foul_committed,Arike,personalfoul,Arike Ogunbowale personal foul (Odyssey Sims draws the foul)
foul_committed,Myisha,offensivefoul,Myisha Hines-Allen offensive foul (Off the ball) (Odyssey Sims draws the foul)
foul_committed,DiJonai,personalfoul,DiJonai Carrington personal foul (Julie Allemand draws the foul)
foul_committed,Odyssey,offensivefoul,Odyssey Sims offensive foul (DiJonai Carrington draws the foul)
foul_committed,Odyssey,shootingfoul,Odyssey Sims shooting foul (DiJonai Carrington draws the foul)
foul_committed,Luisa,shootingfoul,Luisa Geiselsöder shooting foul (Odyssey Sims draws the foul)
foul_committed,Odyssey,personalfoul,Odyssey Sims personal foul (Luisa Geiselsöder draws the foul)
foul_committed,Maddy,personalfoul,Maddy Siegrist personal foul (Azurá Stevens draws the foul)
foul_committed,Odyssey,personalfoul,Odyssey Sims personal foul (Arike Ogunbowale draws the foul)
foul_committed,Maddy,shootingfoul,Maddy Siegrist shooting foul (Dearica Hamby draws the foul)
rebound,Sparks,rebound,Sparks offensive rebound
foul_committed,Odyssey,personalfoul,Odyssey Sims personal foul (Kaila Charles draws the foul)
foul_committed,Sania,offensivefoul,Sania Feagin offensive foul (Kaila Charles draws the foul)
foul_committed,Liatu,shootingfoul,Liatu King shooting foul (JJ Quinerly draws the foul)
foul_committed,JJ,shootingfoul,JJ Quinerly shooting foul (Rickea Jackson draws the foul)
foul_committed,Maddy,shootingfoul,Maddy Siegrist shooting foul (Emma Cannon draws the foul)
foul_committed,Brittney,personalfoul,Brittney Griner personal foul (Aliyah Boston draws the foul)
foul_committed,Brittney,personalfoul,Brittney Griner personal foul (Aliyah Boston draws the foul)
foul_committed,Brionna,personalfoul,Brionna Jones personal foul (Aliyah Boston draws the foul)
foul_committed,Aliyah,shootingfoul,Aliyah Boston shooting foul (Allisha Gray draws the foul)
foul_committed,Natasha,shootingfoul,Natasha Howard shooting foul (Rhyne Howard draws the foul)
foul_committed,Damiris,shootingfoul,Damiris Dantas shooting foul (Brittney Griner draws the foul)
foul_committed,Lexie,shootingfoul,Lexie Hull shooting foul (Allisha Gray draws the foul)
foul_committed,Te-Hina,shootingfoul,Te-Hina Paopao shooting foul (Aari McDonald draws the foul)
rebound,Fever,rebound,Fever defensive rebound
rebound,Fever,rebound,Fever offensive rebound
foul_committed,Naz,personalfoul,Naz Hillmon personal foul (Natasha Howard draws the foul)
foul_committed,Aliyah,personalfoul,Aliyah Boston personal foul (Brionna Jones draws the foul)
foul_committed,Rhyne,shootingfoul,Rhyne Howard shooting foul (Natasha Howard draws the foul)
rebound,Fever,rebound,Fever offensive rebound
turnover,Dream,turnover,Dream turnover (shot clock violation)
rebound,Dream,rebound,Dream defensive rebound
foul_committed,Damiris,shootingfoul,Damiris Dantas shooting foul (Brionna Jones draws the foul)
foul_committed,Rhyne,shootingfoul,Rhyne Howard shooting foul (Aliyah Boston draws the foul)
rebound,Fever,rebound,Fever offensive rebound
rebound,Fever,rebound,Fever defensive rebound
foul_committed,Brionna,personalfoul,Brionna Jones personal foul (Aliyah Boston draws the foul)
foul_committed,Kelsey,personalfoul,Kelsey Mitchell personal foul (Allisha Gray draws the foul)
foul_committed,Lexie,shootingfoul,Lexie Hull shooting foul (Allisha Gray draws the foul)
rebound,Fever,rebound,Fever defensive rebound
foul_committed,Lexie,shootingfoul,Lexie Hull shooting foul (Brionna Jones draws the foul)
foul_committed,Jordin,personalfoul,Jordin Canada personal foul (Aari McDonald draws the foul)
foul_committed,Naz,offensivefoul,Naz Hillmon offensive foul (Charge) (Aari McDonald draws the foul)
foul_committed,Naz,personalfoul,Naz Hillmon personal foul (Aliyah Boston draws the foul)
foul_committed,Aliyah,offensivefoul,Aliyah Boston offensive foul (Off the ball) (Rhyne Howard draws the foul)
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Lexie,personalfoul,Lexie Hull personal foul (Nia Coffey draws the foul)
foul_committed,Rhyne,personalfoul,Rhyne Howard personal foul (Sydney Colson draws the foul)
foul_committed,Kelsey,technicalfoul,Kelsey Mitchell technical foul
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Jordin,personalfoul,Jordin Canada personal foul (Aari McDonald draws the foul)
foul_committed,Aari,personalfoul,Aari McDonald personal foul (Rhyne Howard draws the foul)
foul_committed,Lexie,personalfoul,Lexie Hull personal foul (Rhyne Howard draws the foul)
foul_committed,Rhyne,personalfoul,Rhyne Howard personal foul (Natasha Howard draws the foul)
foul_committed,Naz,personalfoul,Naz Hillmon personal foul (Kelsey Mitchell draws the foul)
foul_committed,Nia,personalfoul,Nia Coffey personal foul (Natasha Howard draws the foul)
foul_committed,Aliyah,personalfoul,Aliyah Boston personal foul (Brittney Griner draws the foul)
rebound,Fever,rebound,Fever defensive rebound
foul_committed,Brittney,shootingfoul,Brittney Griner shooting foul (Natasha Howard draws the foul)
foul_committed,Shatori,personalfoul,Shatori Walker-Kimbrough personal foul (Loose ball) (Aari McDonald draws the foul)
rebound,Fever,rebound,Fever offensive rebound
foul_committed,Stephanie,technicalfoul,Stephanie White technical foul
foul_committed,Brionna,personalfoul,Brionna Jones personal foul (Natasha Howard draws the foul)
rebound,Fever,rebound,Fever defensive rebound
foul_committed,Shatori,personalfoul,Shatori Walker-Kimbrough personal foul (Kelsey Mitchell draws the foul)
foul_committed,Natasha,personalfoul,Natasha Howard personal foul (Brionna Jones draws the foul)
foul_committed,Te-Hina,personalfoul,Te-Hina Paopao personal foul (Aari McDonald draws the foul)
foul_committed,Makayla,personalfoul,Makayla Timpson personal foul (Nia Coffey draws the foul)
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Te-Hina,personalfoul,Te-Hina Paopao personal foul (Loose ball) (Aari McDonald draws the foul)
foul_committed,Luisa,shootingfoul,Luisa Geiselsöder shooting foul (Satou Sabally draws the foul)
rebound,Mercury,rebound,Mercury offensive rebound
foul_committed,Satou,shootingfoul,Satou Sabally shooting foul (Li Yueru draws the foul)
foul_committed,Kathryn,shootingfoul,Kathryn Westbeld shooting foul (Li Yueru draws the foul)
foul_committed,Kathryn,personalfoul,Kathryn Westbeld personal foul (Li Yueru draws the foul)
foul_committed,Kitija,personalfoul,Kitija Laksa personal foul (Paige Bueckers draws the foul)
foul_committed,Kahleah,shootingfoul,Kahleah Copper shooting foul (Aziaha James draws the foul)
foul_committed,Kitija,shootingfoul,Kitija Laksa shooting foul (Luisa Geiselsöder draws the foul)
foul_committed,Alyssa,technicalfoul,Alyssa Thomas technical foul
foul_committed,Myisha,shootingfoul,Myisha Hines-Allen shooting foul (Satou Sabally draws the foul)
rebound,Mercury,rebound,Mercury offensive rebound
rebound,Wings,rebound,Wings offensive rebound
foul_committed,Teaira,shootingfoul,Teaira McCowan shooting foul (Kahleah Copper draws the foul)
rebound,Wings,rebound,Wings offensive rebound
foul_committed,Liatu,shootingfoul,Liatu King shooting foul (Kahleah Copper draws the foul)
foul_committed,JJ,shootingfoul,JJ Quinerly shooting foul (Monique Akoa Makani draws the foul)
rebound,Mercury,rebound,Mercury defensive rebound
foul_committed,Monique,shootingfoul,Monique Akoa Makani shooting foul (Paige Bueckers draws the foul)
foul_committed,Aziaha,shootingfoul,Aziaha James shooting foul (Kahleah Copper draws the foul)
foul_committed,Luisa,offensivefoul,Luisa Geiselsöder offensive foul (Monique Akoa Makani draws the foul)
foul_committed,Alyssa,personalfoul,Alyssa Thomas personal foul (Li Yueru draws the foul)
foul_committed,JJ,personalfoul,JJ Quinerly personal foul (Monique Akoa Makani draws the foul)
foul_committed,Kathryn,shootingfoul,Kathryn Westbeld shooting foul (Li Yueru draws the foul)
foul_committed,Satou,shootingfoul,Satou Sabally shooting foul (Aziaha James draws the foul)
foul_committed,Kahleah,personalfoul,Kahleah Copper personal foul (Li Yueru draws the foul)
foul_committed,Paige,personalfoul,Paige Bueckers personal foul (Kathryn Westbeld draws the foul)
foul_committed,Paige,personalfoul,Paige Bueckers personal foul (Kahleah Copper draws the foul)
rebound,Mercury,rebound,Mercury offensive rebound
foul_committed,Aziaha,shootingfoul,Aziaha James shooting foul (Kahleah Copper draws the foul)
rebound,Mercury,rebound,Mercury offensive rebound
rebound,Mercury,rebound,Mercury defensive rebound
foul_committed,Li,personalfoul,Li Yueru personal foul (Loose ball) (Alyssa Thomas draws the foul)
foul_committed,Monique,personalfoul,Monique Akoa Makani personal foul (Paige Bueckers draws the foul)
foul_committed,Sami,personalfoul,Sami Whitcomb personal foul (Paige Bueckers draws the foul)
foul_committed,Li,shootingfoul,Li Yueru shooting foul (Satou Sabally draws the foul)
foul_committed,Monique,personalfoul,Monique Akoa Makani personal foul (Paige Bueckers draws the foul)
foul_committed,Luisa,offensivefoul,Luisa Geiselsöder offensive foul (Off the ball) (Kitija Laksa draws the foul)
foul_committed,Kitija,shootingfoul,Kitija Laksa shooting foul (Aziaha James draws the foul)
foul_committed,Myisha,shootingfoul,Myisha Hines-Allen shooting foul (Kahleah Copper draws the foul)
rebound,Mercury,rebound,Mercury offensive rebound
foul_committed,Kahleah,personalfoul,Kahleah Copper personal foul (Paige Bueckers draws the foul)
foul_committed,Myisha,shootingfoul,Myisha Hines-Allen shooting foul (Satou Sabally draws the foul)
foul_committed,Kalani,shootingfoul,Kalani Brown shooting foul (Teaira McCowan draws the foul)
foul_committed,Alyssa,personalfoul,Alyssa Thomas personal foul (Li Yueru draws the foul)
rebound,Wings,rebound,Wings offensive rebound
rebound,Mercury,rebound,Mercury defensive rebound
foul_committed,Teaira,personalfoul,Teaira McCowan personal foul (Loose ball) (Satou Sabally draws the foul)
foul_committed,Sami,personalfoul,Sami Whitcomb personal foul (JJ Quinerly draws the foul)
rebound,Wings,rebound,Wings offensive rebound
foul_committed,Satou,shootingfoul,Satou Sabally shooting foul (Teaira McCowan draws the foul)
foul_committed,Kahleah,offensivefoul,Kahleah Copper offensive foul (Off the ball) (Aziaha James draws the foul)
rebound,Wings,rebound,Wings offensive rebound
foul_committed,Kalani,shootingfoul,Kalani Brown shooting foul (Myisha Hines-Allen draws the foul)
foul_committed,Kahleah,offensivefoul,Kahleah Copper offensive foul (Aziaha James draws the foul)
foul_committed,Myisha,shootingfoul,Myisha Hines-Allen shooting foul (Alyssa Thomas draws the foul)
rebound,Mercury,rebound,Mercury offensive rebound
rebound,Mercury,rebound,Mercury defensive rebound
foul_committed,Myisha,personalfoul,Myisha Hines-Allen personal foul (Loose ball) (Alyssa Thomas draws the foul)
rebound,Mercury,rebound,Mercury offensive rebound
turnover,Mercury,turnover,Mercury turnover (shot clock violation)
rebound,Wings,rebound,Wings offensive rebound
rebound,Mercury,rebound,Mercury offensive rebound
foul_committed,Sami,shootingfoul,Sami Whitcomb shooting foul (Paige Bueckers draws the foul)
rebound,Wings,rebound,Wings offensive rebound
foul_committed,Paige,shootingfoul,Paige Bueckers shooting foul (Kahleah Copper draws the foul)
foul_committed,JJ,personalfoul,JJ Quinerly personal foul (Kahleah Copper draws the foul)
rebound,Wings,rebound,Wings offensive rebound
foul_committed,Sami,personalfoul,Sami Whitcomb personal foul (Paige Bueckers draws the foul)
foul_committed,Satou,shootingfoul,Satou Sabally shooting foul (Li Yueru draws the foul)
rebound,Wings,rebound,Wings offensive rebound
foul_committed,Li,personalfoul,Li Yueru personal foul (Kalani Brown draws the foul)
turnover,Wings,turnover,Wings turnover (shot clock violation)
foul_committed,Rhyne,shootingfoul,Rhyne Howard shooting foul (Nneka Ogwumike draws the foul)
rebound,Dream,rebound,Dream defensive rebound
foul_committed,Brittney,shootingfoul,Brittney Griner shooting foul (Gabby Williams draws the foul)
foul_committed,Ezi,shootingfoul,Ezi Magbegor shooting foul (Brittney Griner draws the foul)
foul_committed,Erica,shootingfoul,Erica Wheeler shooting foul (Brittney Griner draws the foul)
rebound,Storm,rebound,Storm offensive rebound
foul_committed,Erica,personalfoul,Erica Wheeler personal foul (Allisha Gray draws the foul)
rebound,Storm,rebound,Storm offensive rebound
foul_committed,Skylar,personalfoul,Skylar Diggins personal foul (Allisha Gray draws the foul)
foul_committed,Brionna,shootingfoul,Brionna Jones shooting foul (Brittney Sykes draws the foul)
rebound,Storm,rebound,Storm offensive rebound
foul_committed,Tiffany,offensivefoul,Tiffany Mitchell offensive foul (Maya Caldwell draws the foul)
turnover,Dream,turnover,Dream turnover (shot clock violation)
rebound,Storm,rebound,Storm offensive rebound
foul_committed,Brionna,shootingfoul,Brionna Jones shooting foul (Ezi Magbegor draws the foul)
rebound,Storm,rebound,Storm offensive rebound
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Brittney,shootingfoul,Brittney Sykes shooting foul (Allisha Gray draws the foul)
foul_committed,Allisha,shootingfoul,Allisha Gray shooting foul (Brittney Sykes draws the foul)
foul_committed,Ezi,personalfoul,Ezi Magbegor personal foul (Brionna Jones draws the foul)
foul_committed,Gabby,personalfoul,Gabby Williams personal foul (Allisha Gray draws the foul)
rebound,Dream,rebound,Dream offensive rebound
turnover,Dream,turnover,Dream turnover (shot clock violation)
foul_committed,Naz,personalfoul,Naz Hillmon personal foul (Brittney Sykes draws the foul)
foul_committed,Brionna,shootingfoul,Brionna Jones shooting foul (Nneka Ogwumike draws the foul)
foul_committed,Skylar,shootingfoul,Skylar Diggins shooting foul (Allisha Gray draws the foul)
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Naz,personalfoul,Naz Hillmon personal foul (Nneka Ogwumike draws the foul)
foul_committed,Erica,shootingfoul,Erica Wheeler shooting foul (Allisha Gray draws the foul)
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Nneka,shootingfoul,Nneka Ogwumike shooting foul (Rhyne Howard draws the foul)
foul_committed,Maya,personalfoul,Maya Caldwell personal foul (Brittney Sykes draws the foul)
foul_committed,Nia,shootingfoul,Nia Coffey shooting foul (Ezi Magbegor draws the foul)
rebound,Storm,rebound,Storm offensive rebound
foul_committed,Ezi,personalfoul,Ezi Magbegor personal foul (Brittney Griner draws the foul)
foul_committed,Brittney,offensivefoul,Brittney Griner offensive foul (Tiffany Mitchell draws the foul)
rebound,Storm,rebound,Storm offensive rebound
turnover,Storm,turnover,Storm turnover (shot clock violation)
foul_committed,Dominique,personalfoul,Dominique Malonga personal foul (Allisha Gray draws the foul)
rebound,Storm,rebound,Storm defensive rebound
rebound,Storm,rebound,Storm offensive rebound
rebound,Storm,rebound,Storm offensive rebound
foul_committed,Skylar,personalfoul,Skylar Diggins personal foul (Allisha Gray draws the foul)
foul_committed,Allisha,personalfoul,Allisha Gray personal foul (Skylar Diggins draws the foul)
rebound,Storm,rebound,Storm defensive rebound
foul_committed,Brittney,shootingfoul,Brittney Sykes shooting foul (Rhyne Howard draws the foul)
rebound,Dream,rebound,Dream offensive rebound
foul_committed,Rhyne,shootingfoul,Rhyne Howard shooting foul (Gabby Williams draws the foul)
foul_committed,Ariel,shootingfoul,Ariel Atkins shooting foul (Kelsey Plum draws the foul)
foul_committed,Shey,shootingfoul,Shey Peddy shooting foul (Kamilla Cardoso draws the foul)
rebound,Sky,rebound,Sky offensive rebound
foul_committed,Dearica,shootingfoul,Dearica Hamby shooting foul (Kamilla Cardoso draws the foul)
foul_committed,Kia,personalfoul,Kia Nurse personal foul (Kelsey Plum draws the foul)
rebound,Sky,rebound,Sky offensive rebound
foul_committed,Rickea,personalfoul,Rickea Jackson personal foul (Loose ball) (Rebecca Allen draws the foul)
foul_committed,Rebecca,technicalfoul,Rebecca Allen technical foul (Double)
foul_committed,Rickea,technicalfoul,Rickea Jackson technical foul (Double)
foul_committed,Angel,shootingfoul,Angel Reese shooting foul (Rickea Jackson draws the foul)
rebound,Sparks,rebound,Sparks offensive rebound
foul_committed,Kamilla,shootingfoul,Kamilla Cardoso shooting foul (Dearica Hamby draws the foul)
rebound,Sky,rebound,Sky offensive rebound
foul_committed,Sarah,shootingfoul,Sarah Ashlee Barker shooting foul (Hailey Van Lith draws the foul)
rebound,Sky,rebound,Sky offensive rebound
rebound,Sky,rebound,Sky offensive rebound
foul_committed,Ariel,personalfoul,Ariel Atkins personal foul (Azurá Stevens draws the foul)
rebound,Sparks,rebound,Sparks offensive rebound
foul_committed,Mercedes,personalfoul,Mercedes Russell personal foul (Elizabeth Williams draws the foul)
rebound,Sparks,rebound,Sparks defensive rebound
foul_committed,Kia,personalfoul,Kia Nurse personal foul (Kelsey Plum draws the foul)
rebound,Sky,rebound,Sky offensive rebound
foul_committed,Sparks,technicalfoulnonunsportsmanlike,Sparks technical foul (Defensive three second)
rebound,Sky,rebound,Sky offensive rebound
foul_committed,Emma,offensivefoul,Emma Cannon offensive foul (Off the ball) (Ariel Atkins draws the foul)
foul_committed,Mercedes,shootingfoul,Mercedes Russell shooting foul (Kamilla Cardoso draws the foul)
foul_committed,Angel,shootingfoul,Angel Reese shooting foul (Sarah Ashlee Barker draws the foul)
rebound,Sparks,rebound,Sparks defensive rebound
foul_committed,Sarah,personalfoul,Sarah Ashlee Barker personal foul (Hailey Van Lith draws the foul)
foul_committed,Kamilla,shootingfoul,Kamilla Cardoso shooting foul (Azurá Stevens draws the foul)
rebound,Sparks,rebound,Sparks offensive rebound
foul_committed,Ariel,personalfoul,Ariel Atkins personal foul (Kelsey Plum draws the foul)
turnover,Sky,turnover,Sky turnover (shot clock violation)
rebound,Sparks,rebound,Sparks defensive rebound
foul_committed,Angel,personalfoul,Angel Reese personal foul (Loose ball) (Dearica Hamby draws the foul)
foul_committed,Sarah,shootingfoul,Sarah Ashlee Barker shooting foul (Hailey Van Lith draws the foul)
rebound,Sky,rebound,Sky offensive rebound
foul_committed,Azurá,shootingfoul,Azurá Stevens shooting foul (Elizabeth Williams draws the foul)
rebound,Sky,rebound,Sky offensive rebound
rebound,Sky,rebound,Sky defensive rebound
rebound,Sky,rebound,Sky offensive rebound
foul_committed,Kamilla,shootingfoul,Kamilla Cardoso shooting foul (Dearica Hamby draws the foul)
foul_committed,Azurá,personalfoul,Azurá Stevens personal foul (Kamilla Cardoso draws the foul)
foul_committed,Rickea,shootingfoul,Rickea Jackson shooting foul (Ariel Atkins draws the foul)
rebound,Sparks,rebound,Sparks defensive rebound
